participante,comentário
6dd05336-2244-4230-bb22-31b592f2e3f8,tudo incrível por aqui
bc2f024f-816c-4560-b2e7-fe905d1a0478,mais um dia de wit
90323ec9-1991-46bd-bc2a-4a3d8804cf71,gostei muito
90323ec9-1991-46bd-bc2a-4a3d8804cf71,amei mesmo
cf343695-2367-4236-b0ab-3c72d8222639,precisamos fazer circular os nomes das mulheres
cf343695-2367-4236-b0ab-3c72d8222639,"falar bem das nossas colegas (de forma legítima), para que possam ser lembradas nas indicações a cargos"
cf343695-2367-4236-b0ab-3c72d8222639,posições importantes
bc2f024f-816c-4560-b2e7-fe905d1a0478,já estou com saudades do evento
ae163e36-169f-44a1-8c73-558123924278,palestras inspiradoras
5bb974d7-0d42-4ba7-b115-6f2821843ecc,a sororidade é essencial no mercado de trabalho: mulheres que se apoiam fortalecem toda a comunidade profissional
ae163e36-169f-44a1-8c73-558123924278,inspirações
c23e3c88-36e4-4099-abc5-67195fb50d88,roda de conversa muito emocionante
3e429152-f456-498f-9abb-459b5388f42d,mesa incrível
3e429152-f456-498f-9abb-459b5388f42d,muito interesse na embraer
47ac28d9-6e77-4392-b392-960bd5825559,as palestras estão sendo muito inspiradoras 👏🏻😍
e9b594f7-6309-4190-9032-4dde803e2d6a,"o apoio de outras mulheres é essencial, muito legal ter esse suporte"
ae163e36-169f-44a1-8c73-558123924278,apoio é essencial
d32d63c1-02f8-4d06-9fdb-6dfed1c37967,muito legal o evento
47ac28d9-6e77-4392-b392-960bd5825559,evento maravilhosooo 😍
ae163e36-169f-44a1-8c73-558123924278,mulheres incríveis
3e429152-f456-498f-9abb-459b5388f42d,mesa esplêndida
3e429152-f456-498f-9abb-459b5388f42d,espero um dia ser colega de trabalho dessas mulheres ole ter a oportunidade de fazer parte do time feminino da embraer
6c3e12ff-eaca-45fd-ab7c-b291f088c86e,ansiosa pra gravar o video com a collab de projetos 💕
d32d63c1-02f8-4d06-9fdb-6dfed1c37967,"espero poder vir ao wit 2026 🤭 a edição de 2025 foi incrível, espero poder vir mais vezes"
6c3e12ff-eaca-45fd-ab7c-b291f088c86e,demos uma fugidinha do congresso para passear hoje
6c3e12ff-eaca-45fd-ab7c-b291f088c86e,maceió é surreal
560003d3-5b59-481c-85d2-838ef984b466,sobre o projeto: fazer parcerias com os municípios também
560003d3-5b59-481c-85d2-838ef984b466,esse projeto não pode parar
268e12fc-6012-41e0-9301-483b58059c69,bora segurar a porta pra mais diversidade
a6584b5b-822e-4c85-be5b-e91db87dc16e,experiência enriquecedora
a6584b5b-822e-4c85-be5b-e91db87dc16e,inspiradora cada instituição levevar
a6584b5b-822e-4c85-be5b-e91db87dc16e,inspirar outras meninas
9d149e84-581a-4008-996e-d3680d5bcd88,tudo ótimo
9d149e84-581a-4008-996e-d3680d5bcd88,"gamificação maravilhosa, palestras divinas"
f9636527-826e-4f58-ad16-a9ca1a36b7ef,apenas parabenizar a organização pelo maravilhoso evento
f9636527-826e-4f58-ad16-a9ca1a36b7ef,desde a concepção até a execução durante o evento
5244efbb-01d2-4f7e-b505-4fd32300baff,essa gamificacap eh muito legal
5244efbb-01d2-4f7e-b505-4fd32300baff,já ficando com saudadesssss
342d6dfe-f757-4730-97bc-246b444e6474,a primeira mesa redonda do dia foi muito inspiradora
df0c5066-4918-4384-bf21-9ba7343bf772,amei meus prêmios
df0c5066-4918-4384-bf21-9ba7343bf772,essa gamificação foi 1000
342d6dfe-f757-4730-97bc-246b444e6474,muito bom conhecer projetos parceiros
41984732-0ee1-4644-b003-3309c119734d,projeto lindo
41984732-0ee1-4644-b003-3309c119734d,extremamente importante esse tipo de trabalho pra fortalecer a confiança das estudantes
489050ba-f6ce-4f05-a8ce-d6bdee47371a,parabéns aos trabalhos selecionados
489050ba-f6ce-4f05-a8ce-d6bdee47371a,"parabéns pelo evento, cada ano incrível"
f9636527-826e-4f58-ad16-a9ca1a36b7ef,muito orgulho de todas as meninas
f9636527-826e-4f58-ad16-a9ca1a36b7ef,mulheres que fazem nossa comunidade
e6d477bf-b603-42a7-985e-ac84356103b9,que evento maravilhoso
e6d477bf-b603-42a7-985e-ac84356103b9,uma pena passar tão rápido
e6d477bf-b603-42a7-985e-ac84356103b9,que venha o wit 2026
7695e714-3a65-4d70-af59-1b2052e09d00,parabéns ao wit
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,estou amando conhecer os trabalhos
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,nunca é tarde
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,etarismo é outra forma de preconceito que devemos combater
8b928f09-aedb-4ce1-a365-4d56a0839c50,me identifiquei muito com as falas na mesa redonda sobre as mulheres evitarem 'sentar na mesa'
8b928f09-aedb-4ce1-a365-4d56a0839c50,me senti desafiada a buscar locais de mais destaque
2b305129-cc14-4538-8075-78b26f65f34f,lindo encerramento para um evento excelente
2b305129-cc14-4538-8075-78b26f65f34f,a experiência do wit nessa csbc foi encantadora
2b305129-cc14-4538-8075-78b26f65f34f,ano que vem estarei assistindo a wit de novo
d6141d77-fd57-499c-8ca3-ae4f364773f7,"otimos temas,"
d6141d77-fd57-499c-8ca3-ae4f364773f7,um evento muito importante no cenário da computação
1ced77b3-b5de-4d74-8882-f7ffe3d9ec30,ótima palestra
d6141d77-fd57-499c-8ca3-ae4f364773f7,ancioso pelos próximos
1ced77b3-b5de-4d74-8882-f7ffe3d9ec30,muito interessante
4a257948-6c61-4d69-b2bf-45561ca9dc96,ameeeei os brindes
4a257948-6c61-4d69-b2bf-45561ca9dc96,a camisa
4a257948-6c61-4d69-b2bf-45561ca9dc96,muito bom ter representatividade no mercado de trabalho gostei
a2172412-8829-44fe-a1bb-c21eb82571aa,"wit 2025, foi único, parabéns a todos só envolvidos"
a2172412-8829-44fe-a1bb-c21eb82571aa,é incrível ver a representatividade que o wit trás nesse evento
d6141d77-fd57-499c-8ca3-ae4f364773f7,"se hoje a computação é mais humana, mais ética"
d6141d77-fd57-499c-8ca3-ae4f364773f7,"mais criativa, devemos muito a elas"
cd5e94b1-51c2-4147-a20b-9e1345a0adad,eu amei a sessão 6 de trabalhos rsrs foi a minha
d6141d77-fd57-499c-8ca3-ae4f364773f7,a gameficação foi muito legal
cd5e94b1-51c2-4147-a20b-9e1345a0adad,também gostei demais da rosa de conversa da engen
1c7000ea-e558-4ef4-93d8-2c018ec84123,muito bons os projetos dessa sessão 💕
b787555f-cd18-4a0b-9e20-493282185ddd,aprendendo
b787555f-cd18-4a0b-9e20-493282185ddd,repassando
b787555f-cd18-4a0b-9e20-493282185ddd,muito bom
b787555f-cd18-4a0b-9e20-493282185ddd,com certeza utilizarei os conhecimentos aprendidos aqui nos meus projetos
b787555f-cd18-4a0b-9e20-493282185ddd,esperando por mais apresentações como essas
b787555f-cd18-4a0b-9e20-493282185ddd,foram todas muito boas
fe69c798-5373-4255-831b-9a1ce468c5d6,esta finalizado as apresentações de artigos aprovados na sala ipioca que com certeza todos presentes vão sair inspirados
89eaea42-ce76-461e-b7cf-fb1de9db9e79,"palestra significativa, parabéns"
575e397c-e7d3-4587-9a09-46e3df1ccdf4,o evento já está deixando saudades❤️
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,gente
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,queria comprar o lenço das meninas digitais
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,não está vendendo mais
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,que triste
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,tento comprar desde o primeiro dia
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,só no próximo csbc
8a9fc84a-4a91-46ee-b112-e39d627e2abd,ótimas trabalhos nas sessões técnicas
c8194828-4572-4490-92ca-12b49d139fba,adorei os copos de brinde
c8194828-4572-4490-92ca-12b49d139fba,muito lindos
c8194828-4572-4490-92ca-12b49d139fba,palestras muito boas
c8194828-4572-4490-92ca-12b49d139fba,parabéns
c8194828-4572-4490-92ca-12b49d139fba,"incrivel quantos projetos tem, muito bom ver tanta variedade"
d32d63c1-02f8-4d06-9fdb-6dfed1c37967,muito legal os stands aqui
d32d63c1-02f8-4d06-9fdb-6dfed1c37967,poder conhecer um pouco o que as empresas fazem ou até mesmo o do if mostrando os projetos da escola
1f1d6f52-3909-49f1-89bc-bc6ef9dbac47,muito bom a organização do evento
1f1d6f52-3909-49f1-89bc-bc6ef9dbac47,o coffe break gratuito
1f1d6f52-3909-49f1-89bc-bc6ef9dbac47,estou gostando bastante do meu primeiro congresso
1f1d6f52-3909-49f1-89bc-bc6ef9dbac47,muito bom a organização do evento
1f1d6f52-3909-49f1-89bc-bc6ef9dbac47,estou gostando bastante do evento do congresso
1f1d6f52-3909-49f1-89bc-bc6ef9dbac47,muito boa a organização do evento
d6141d77-fd57-499c-8ca3-ae4f364773f7,quero mais games nos eventos
c8194828-4572-4490-92ca-12b49d139fba,adorei a mesa redonda
c8194828-4572-4490-92ca-12b49d139fba,ansiosa pelo proximo evento
d6141d77-fd57-499c-8ca3-ae4f364773f7,passou tão rápido
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,amando o evento
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,animada pra apresentar jaja
fcf388a5-374c-4162-9e8a-44339d70be4a,"amei, todos os dias tiveram uma ótima programação"
fcf388a5-374c-4162-9e8a-44339d70be4a,ansiosa pelo wit 2026
8e1a9311-52fe-4567-8c58-70f0e2281925,último dia fechando com chave de ouro
8e1a9311-52fe-4567-8c58-70f0e2281925,ja quero ir no próximo ano
fd51eca2-7207-474a-8495-5c0e5f20aea5,muito bom
fd51eca2-7207-474a-8495-5c0e5f20aea5,massaaa
03a65761-df50-4a1d-b247-f846bd21c48e,lindo
03a65761-df50-4a1d-b247-f846bd21c48e,incrível
7695e714-3a65-4d70-af59-1b2052e09d00,mt bom
f2d72cbf-07dd-4592-9ed1-c74275748cb7,muito legal
f2d72cbf-07dd-4592-9ed1-c74275748cb7,obrigada pelo evento
c5fb57ce-db05-491d-81a2-9fd7ad9cbee3,ótima palestra
c5fb57ce-db05-491d-81a2-9fd7ad9cbee3,o wit é uma experiência incrível
34191d68-5e12-4c00-aa49-d5df3fba23d2,último dia de csbc
34191d68-5e12-4c00-aa49-d5df3fba23d2,que experiência
03a65761-df50-4a1d-b247-f846bd21c48e,"evento perto, quero mais"
03a65761-df50-4a1d-b247-f846bd21c48e,mudou minha vida
934ac1e9-8a9e-4865-977f-b22e4bbce84e,evento excelente
934ac1e9-8a9e-4865-977f-b22e4bbce84e,parabéns a organização
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,adorei a inclusão do app este ano
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,já quero em todos os eventos
fe69c798-5373-4255-831b-9a1ce468c5d6,finalizei minha participação no wit
fe69c798-5373-4255-831b-9a1ce468c5d6,foi uma experiência incrível 🫶🏻
c01cfc13-c80c-4c86-872a-da81361b3339,evento maravilhoso
c01cfc13-c80c-4c86-872a-da81361b3339,não vejo a hora do próximo
c55ff755-bd00-4af8-b6ed-ed43007446b3,daqui a pouco tem a apresentação do nosso artigo 🤞
c55ff755-bd00-4af8-b6ed-ed43007446b3,dia lindo em maceió
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,wit tá fantástico
3e11fb01-68a6-4df9-99ff-eb6fa17ea8e0,"parabéns, pessoal"
0420c57a-0aa8-45b1-9166-f455c0711707,amei ganhar o chocolate
0420c57a-0aa8-45b1-9166-f455c0711707,a melhor gamificação do csbc
0420c57a-0aa8-45b1-9166-f455c0711707,amei os brindesss
0420c57a-0aa8-45b1-9166-f455c0711707,já estou ansiosa pra 2026
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,xonada nos brindes deste ano 😍😍😍
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,ansiosa para as proximas edicões
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,"lindo o lenço das meninas digitais, pena que não está mais a venda"
88254066-58d3-4049-ac9d-5b393c178080,incrível a ideia do aplicativo
88254066-58d3-4049-ac9d-5b393c178080,ajudou muito na minha organização
35243cd2-0a35-403a-8ba7-cb6a6da282d7,"temática relevante, gostei"
f9636527-826e-4f58-ad16-a9ca1a36b7ef,o bittom mais lindoooo
7ab458bd-970a-40e5-9525-ee10be806901,maravilha de momento
7ab458bd-970a-40e5-9525-ee10be806901,amei a palestra
35243cd2-0a35-403a-8ba7-cb6a6da282d7,muito bem elaborado
35243cd2-0a35-403a-8ba7-cb6a6da282d7,de boa compreensão
89eaea42-ce76-461e-b7cf-fb1de9db9e79,o evento foi maravilhoso
89eaea42-ce76-461e-b7cf-fb1de9db9e79,muito significativo
89eaea42-ce76-461e-b7cf-fb1de9db9e79,parabéns pela organização
4d59d2bb-694c-4bf2-b444-3b4b967095f1,o evento está maravilhoso
4d59d2bb-694c-4bf2-b444-3b4b967095f1,palestras incríveis
c713c63b-4cef-4df5-8b95-372a1fabe5fa,a cláudia é extremamente fofa
c713c63b-4cef-4df5-8b95-372a1fabe5fa,incrível
97b78585-66fb-4308-ac17-5dec3ad981db,sessão de artigos hije de manhã foi muito boa
97b78585-66fb-4308-ac17-5dec3ad981db,adorei todos os artigos
c713c63b-4cef-4df5-8b95-372a1fabe5fa,"amei a sessão técnica da manhã, vários artigos ótimos"
c713c63b-4cef-4df5-8b95-372a1fabe5fa,"a organização do wit está de parabéns, está tudo incrível"
97b78585-66fb-4308-ac17-5dec3ad981db,"estou adorando conhecer novos projetos de todo o brasil, não sabia da imensidão disso tudo"
97b78585-66fb-4308-ac17-5dec3ad981db,amei a mesa redonda
c713c63b-4cef-4df5-8b95-372a1fabe5fa,"ansiosa pelas sessão técnicas da tarde, espero encontrar projetos inspiradores como encontrei de manhã"
97b78585-66fb-4308-ac17-5dec3ad981db,amei a gameficação do wit
97b78585-66fb-4308-ac17-5dec3ad981db,nunca tinha participado antes desse tipo de evento
c713c63b-4cef-4df5-8b95-372a1fabe5fa,"parabéns para a equipe responsável pela arte do wit nesse ano, está maravilhosa"
97b78585-66fb-4308-ac17-5dec3ad981db,evento acabando
97b78585-66fb-4308-ac17-5dec3ad981db,eu só consigo pensar no quão gratificante é estar aqui
97b78585-66fb-4308-ac17-5dec3ad981db,viemos juntas de brasília para maceió
97b78585-66fb-4308-ac17-5dec3ad981db,essa edição do csbc ficará marcada
fcf388a5-374c-4162-9e8a-44339d70be4a,parabéns à jbcs
fcf388a5-374c-4162-9e8a-44339d70be4a,mulheres inspiradoras #wit2025
fcf388a5-374c-4162-9e8a-44339d70be4a,amei encontrar os diversos projetos incluindo mulheres em tecnologia por todo o brasil
3f3583d6-1037-423a-9a58-0b27ea89d428,os brindes da gamificação são ótimos
3f3583d6-1037-423a-9a58-0b27ea89d428,💙
8ac171ff-ae8c-4709-899e-93e23ba84729,ótimo evento
b11326b5-9d5e-4d41-9e8a-fe4a2bd9bbb4,meninas digitais arrasaram
b787555f-cd18-4a0b-9e20-493282185ddd,que relato impactante
b787555f-cd18-4a0b-9e20-493282185ddd,me emocionei
b11326b5-9d5e-4d41-9e8a-fe4a2bd9bbb4,amei tudooo no wit
b787555f-cd18-4a0b-9e20-493282185ddd,isso sim é perseverança
b787555f-cd18-4a0b-9e20-493282185ddd,força
b787555f-cd18-4a0b-9e20-493282185ddd,a força de uma mulher
b787555f-cd18-4a0b-9e20-493282185ddd,impressionante
b787555f-cd18-4a0b-9e20-493282185ddd,"forte, que superação"
b11326b5-9d5e-4d41-9e8a-fe4a2bd9bbb4,importantíssimo escutar tudo que essas mulheres tem a dizer
b11326b5-9d5e-4d41-9e8a-fe4a2bd9bbb4,assistir as palestras só reforçam o quanto necessitamos de rede de apoio
b787555f-cd18-4a0b-9e20-493282185ddd,o estudo sempre abrindo portas para as pessoas
b787555f-cd18-4a0b-9e20-493282185ddd,"difícil, com certeza foi muito batalhadora"
b26c0a2d-f5a9-4708-a4ec-8603756202d8,que pena que está acabando
b26c0a2d-f5a9-4708-a4ec-8603756202d8,foi tudo feito com excelência
537d3fe2-2cd9-4d63-a1cf-6c6d288411ff,já estou ansiosa para o ano que vem
537d3fe2-2cd9-4d63-a1cf-6c6d288411ff,em 2027 todas vão virar cunhantã digital
b787555f-cd18-4a0b-9e20-493282185ddd,infelizmente a área de tecnologia ainda não é tão aberta para a diversidade
b787555f-cd18-4a0b-9e20-493282185ddd,precisamos mudar isso
b787555f-cd18-4a0b-9e20-493282185ddd,mesa redonda com mulheres impressionantes
b787555f-cd18-4a0b-9e20-493282185ddd,parabéns de verdade
b787555f-cd18-4a0b-9e20-493282185ddd,"maternidade, emprego, relacionamento familiar"
b787555f-cd18-4a0b-9e20-493282185ddd,"conjugal,"
b787555f-cd18-4a0b-9e20-493282185ddd,ainda serem pesquisadoras
b787555f-cd18-4a0b-9e20-493282185ddd,ser mulher não é fácil
92884dd4-6d85-4439-b8ed-855f735d689a,👏👏👏
92884dd4-6d85-4439-b8ed-855f735d689a,realmente
4e2209fc-edba-463c-87a8-cb990ff36067,"foi uma palestra bem legal, só o ar condicionado tava bem frio"
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,top demais
4e2209fc-edba-463c-87a8-cb990ff36067,muitas pessoas na palestra fez com tivesse mais imersão
9f773bc4-a96d-41fd-a812-4cd40ae76ce4,encerramento com foco total
c04b5ba6-0939-443f-93db-54b15820e804,muito legal a diversidade na mesa redonda
a2b933ed-8f43-4354-aa77-459b765af699,evento excelente
c04b5ba6-0939-443f-93db-54b15820e804,muito tocante
c04b5ba6-0939-443f-93db-54b15820e804,inspirador ouvir esses relatos de mulheres tão fortes
c01cfc13-c80c-4c86-872a-da81361b3339,"mesa redonda trouxe muitos relatos fortes das mulheres, me identifiquei muito"
1c7000ea-e558-4ef4-93d8-2c018ec84123,evento maravilhoso 💜
a2b933ed-8f43-4354-aa77-459b765af699,amo muito o wit
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,o terceiro dia está sendo maravilhoso
b787555f-cd18-4a0b-9e20-493282185ddd,que mesa maravilhoso
b787555f-cd18-4a0b-9e20-493282185ddd,"""eu precisava ser maior para mim"" levarei muito do que ouvi hoje para vida"
8ac171ff-ae8c-4709-899e-93e23ba84729,"é muito importante ver esse tipo de relato, nós mulheres não estamos sozinhas 🩷"
b787555f-cd18-4a0b-9e20-493282185ddd,"""antes de ser um bom profissional, seja um bom ser humano"" 
sem palavras para essas mulheres"
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,amei muito
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,uhuuuuuu
2dda6d0e-c0bf-4094-9dd0-82540de1cfaa,vamos para a última do dia
a2b933ed-8f43-4354-aa77-459b765af699,mulheres inspiradoras
a2b933ed-8f43-4354-aa77-459b765af699,wit é o melhor evento
599e5dc6-fa67-4845-a44e-539c244937fc,stella 💜💜💜
599e5dc6-fa67-4845-a44e-539c244937fc,wit incrível
b787555f-cd18-4a0b-9e20-493282185ddd,"projetos interessantes, do tipo que servem de exemplo para que mais pessoas possam por em prática"
849079b5-58a9-4408-b5d9-528fed2b6ac7,amando os brindes
849079b5-58a9-4408-b5d9-528fed2b6ac7,os artigos são incríveis
849079b5-58a9-4408-b5d9-528fed2b6ac7,"aiii já quero o wit do ano que vem, ansiosa 🥹💗💗"
849079b5-58a9-4408-b5d9-528fed2b6ac7,"organização incrível, estão de parabens"
a2b933ed-8f43-4354-aa77-459b765af699,vou voltar para casa com muito aprendizado na bagagem
6e668e80-7eda-405e-814d-d4b1dd4538c3,amo demais
6e668e80-7eda-405e-814d-d4b1dd4538c3,lindas
b787555f-cd18-4a0b-9e20-493282185ddd,as meninas trazendo muito
c49c15fe-dc85-4357-b9ea-0311374c56f8,top
c49c15fe-dc85-4357-b9ea-0311374c56f8,amei o wit
01e8f053-615c-4bad-adf9-1dad61d8a4f3,palestra muito boa
01e8f053-615c-4bad-adf9-1dad61d8a4f3,excelente palestra
01e8f053-615c-4bad-adf9-1dad61d8a4f3,"palestra excelente, muito enriquecedora"
01e8f053-615c-4bad-adf9-1dad61d8a4f3,gostei muito da palestra 🙂
01e8f053-615c-4bad-adf9-1dad61d8a4f3,"palestra muito enriquecedora, amei"
01e8f053-615c-4bad-adf9-1dad61d8a4f3,"gostei muito da palestra, muito boa"
5808de75-5a35-4959-9cc8-d9ec79896c4b,otimo evento
5808de75-5a35-4959-9cc8-d9ec79896c4b,excelente
e4b0f1b6-9472-49ac-9885-1e4946cea893,evento maravilhoso
e4b0f1b6-9472-49ac-9885-1e4946cea893,até o próximo evento
e4b0f1b6-9472-49ac-9885-1e4946cea893,muito bom
e4b0f1b6-9472-49ac-9885-1e4946cea893,ótimo evento
